name,ra,dec
Conspiracy of Sky,"[63.65097, 65.965935, 65.965935, 63.484935, 63.88357500000001, 65.965935, 65.965935, 63.387930000000004]","[10.011406, 9.460968, 9.460968, 9.263824, 8.892357, 9.460968, 9.460968, 7.716045]"
Fodder,"[39.000195000000005, 39.890969999999996, 39.890969999999996, 36.487514999999995, 36.487514999999995, 38.02179]","[-7.831597, -11.872156, -11.872156, -12.29048, -12.29048, -15.244677]"
Hill of Sky,"[68.37734999999999, 68.88768, 68.88768, 66.009195, 66.009195, 64.473555, 64.473555, 57.363555000000005, 57.363555000000005, 57.149445, 57.149445, 55.708619999999996, 55.708619999999996, 54.27366, 54.27366, 49.97916, 49.97916, 44.565345, 44.565345, 40.166714999999996, 40.166714999999996, 37.007085, 37.007085, 42.272535000000005, 42.272535000000005, 48.018735]","[-29.766492, -30.562341, -30.562341, -34.016846, -34.016846, -33.798348, -33.798348, -36.20025, -36.20025, -37.620155, -37.620155, -37.313518, -37.313518, -40.274545, -40.274545, -43.069784, -43.069784, -40.304672, -40.304672, -39.855375, -39.855375, -33.811039, -33.811039, -32.405898, -32.405898, -28.987618]"
Garage for Chariot,"[89.88223500000001, 79.17225, 79.17225, 74.24840999999999, 74.24840999999999, 81.57297, 81.57297, 89.930265, 89.930265, 89.88223500000001]","[44.947433, 45.997991, 45.997991, 33.16609, 33.16609, 28.60745, 28.60745, 37.212585, 37.212585, 44.947433]"
Pond for Fish,"[80.45172, 79.784925, 79.784925, 78.35716500000001]","[41.804572, 40.099051, 40.099051, 38.484498]"
Pillar,"[76.6287, 75.492225, 75.492225, 75.61951499999999]","[41.234474, 43.823308, 43.823308, 41.075837]"
Pillar,"[87.87249, 87.760125, 87.760125, 87.293505]","[39.14848, 37.305573, 37.305573, 39.181071]"
Pillar,"[83.181975, 84.65869500000001, 84.65869500000001, 81.78447]","[32.192022, 30.492412, 30.492412, 30.208603]"
Puddle of Sky,"[80.003835, 79.07562, 79.07562, 79.75010999999999, 79.54402499999999, 79.07562, 79.07562, 78.851655]","[33.958054, 34.312317, 34.312317, 33.748394, 33.371613, 34.312317, 34.312317, 32.6876]"
Kings,"[57.578894999999996, 61.65171, 61.65171, 65.08840500000001, 65.08840500000001, 65.645595, 65.645595, 74.539125, 74.539125, 77.027595]","[25.579362, 27.599903, 27.599903, 27.350754, 27.350754, 25.629314, 25.629314, 25.050405, 25.050405, 24.265175]"
Gateway of Sky,"[84.41119499999999, 84.41119499999999]","[21.142549, 21.142549]"
Flage of Saam,"[76.14229499999999, 74.092815, 74.092815, 73.695405, 73.695405, 73.72386, 73.72386, 72.65301, 72.65301, 72.460035, 72.460035, 72.80151000000001, 72.80151000000001, 73.562895, 73.562895, 74.63709]","[15.404105, 13.514466, 13.514466, 11.426006, 11.426006, 10.150833, 10.150833, 8.900176, 8.900176, 6.961276, 6.961276, 5.605104, 5.605104, 2.440672, 2.440672, 1.714016]"
Village of Sky,"[66.576915, 64.31526]","[22.813583, 20.578591]"
Belvedere of Sky,"[85.323825, 83.05312500000001, 83.05312500000001, 81.106065, 81.106065, 81.940035, 81.940035, 85.323825]","[16.534148, 18.594234, 18.594234, 17.383534, 17.383534, 15.874052, 15.874052, 16.534148]"
General of Border,"[67.154145, 66.37241999999999, 66.37241999999999, 65.73370499999999, 65.73370499999999, 64.948335, 64.948335, 60.17007, 64.948335, 66.58641, 66.58641, 67.64013, 67.64013, 68.98015500000001, 68.98015500000001, 69.81874499999999]","[19.180431, 17.92791, 17.92791, 17.542514, 17.542514, 15.627642, 15.627642, 12.490347, 15.627642, 15.618265, 15.618265, 16.194014, 16.194014, 16.509301, 16.509301, 15.917977]"
Celebration of Sky,"[68.46214499999999, 66.651555, 66.651555, 64.990425, 66.651555, 67.209015, 67.209015, 69.539415, 69.539415, 68.913585, 68.913585, 69.77565]","[14.844424, 14.713782, 14.713782, 14.035201, 14.713782, 13.047602, 13.047602, 12.510838, 12.510838, 10.16079, 10.16079, 7.870976]"
Flag of Emperor,"[74.755695, 73.827705, 73.827705, 72.5484, 72.5484, 72.135555, 72.135555, 71.901195, 71.901195, 71.03325, 71.03325, 70.110465, 70.110465, 71.26734]","[-16.376027, -16.417767, -16.417767, -16.217159, -16.217159, -16.329484, -16.329484, -16.934456, -16.934456, -18.666586, -18.666586, -19.671493, -19.671493, -21.283383]"
Nine Territory,"[71.375625, 73.223625, 73.223625, 71.022165, 71.022165, 68.54904, 68.54904, 63.818055, 63.818055, 62.966415, 62.966415, 65.920215, 65.920215, 69.079755, 69.079755, 69.400545, 69.400545, 71.375625]","[-3.254657, -5.452695, -5.452695, -8.503571, -8.503571, -8.970258, -8.970258, -7.652871, -7.652871, -6.837581, -6.837581, -3.74547, -3.74547, -3.352459, -3.352459, -2.473548, -2.473548, -3.254657]"
Garden of Sky,"[59.507355, 56.535555, 56.535555, 55.81209, 55.81209, 53.23272, 53.23272, 48.958439999999996, 48.958439999999996, 44.10687, 44.10687, 41.030625, 41.030625, 41.275725, 41.275725, 42.759675, 42.759675, 45.597945, 45.597945, 49.87917, 49.87917, 53.446979999999996, 53.446979999999996, 56.712059999999994, 56.712059999999994, 58.427925, 58.427925, 59.981175]","[-13.508515, -12.101589, -12.101589, -9.763395, -9.763395, -9.458262, -9.458262, -8.81973, -8.81973, -8.898144, -8.898144, -13.858696, -13.858696, -18.572563, -18.572563, -21.004019, -21.004019, -23.624472, -23.624472, -21.757864, -21.757864, -21.632883, -21.632883, -23.249723, -23.249723, -24.61223, -24.61223, -24.016215]"
Settled Flag,"[93.84456, 89.498565, 89.498565, 88.33185, 88.33185, 87.254025, 87.254025, 83.863035, 83.863035, 81.908685, 81.908685, 79.81917, 79.81917, 75.77394]","[29.498076, 25.953912, 25.953912, 27.612262, 27.612262, 24.567535, 24.567535, 24.039589, 24.039589, 21.936965, 21.936965, 22.096494, 22.096494, 21.589962]"
Forcast Calamity,"[93.712005, 90.979935, 90.979935, 88.59579000000001]","[19.156448, 20.138452, 20.138452, 20.276174]"
Scout of Three Troups,"[95.078295, 95.52846]","[-30.063367, -33.4364]"
Saam,"[88.792935, 85.189695, 85.189695, 84.05338499999999, 84.05338499999999, 83.001675, 83.001675, 78.63447, 83.001675, 81.282765, 85.189695, 86.939115]","[7.407063, -1.942572, -1.942572, -1.20192, -1.20192, -0.299092, -0.299092, -8.20164, -0.299092, 6.349702, -1.942572, -9.669605]"
Expeditionary Force,"[84.05338499999999, 83.84652, 83.84652, 83.818605, 83.818605, 83.85826499999999]","[-1.20192, -4.838358, -4.838358, -5.389696, -5.389696, -5.909901]"
Well for Millitary,"[78.074595, 78.30783, 78.30783, 79.893855, 79.893855, 79.99593]","[-11.869219, -12.941291, -12.941291, -13.176788, -13.176788, -12.315585]"
Well of Jade,"[79.40163, 76.962435, 76.962435, 75.359775, 75.359775, 77.2866]","[-6.844409, -5.086446, -5.086446, -7.173965, -7.173965, -8.754081]"
Folding Screen,"[78.23292, 76.36527]","[-16.205468, -22.371032]"
Toilet,"[83.18256000000001, 82.06134, 82.06134, 86.115855, 86.115855, 87.830355]","[-17.822289, -20.759441, -20.759441, -22.448382, -22.448382, -20.879089]"
Arrow,"[82.80313500000001, 82.80313500000001]","[-35.470519, -35.470519]"
Piled Brushwood,"[114.7914, 114.7914]","[34.584346, 34.584346]"
Store of Water,"[111.67855499999999, 111.67855499999999]","[49.211527, 49.211527]"
Northern River,"[116.329155, 113.64951, 113.64951, 112.277925]","[28.026199, 31.888276, 31.888276, 31.78455]"
Five Lords,"[116.111895, 113.98062, 113.98062, 111.43168499999999, 111.43168499999999, 107.784885, 107.784885, 103.19724]","[24.397993, 26.895741, 26.895741, 27.79808, 27.79808, 30.245163, 30.245163, 33.961254]"
Wine Glass of Sky,"[110.030745, 116.53103999999999, 116.53103999999999, 113.40200999999999, 113.40200999999999, 110.030745]","[21.98232, 18.510043, 18.510043, 15.826662, 15.826662, 21.98232]"
Eastern Well,"[109.52324999999999, 106.027215, 106.027215, 102.887685, 102.887685, 100.98303, 102.887685, 97.240785, 97.240785, 95.740095, 97.240785, 99.42792, 99.42792, 106.027215, 99.42792, 101.32236, 95.740095, 93.719415]","[16.540383, 20.570297, 20.570297, 21.761148, 21.761148, 25.131124, 21.761148, 20.212133, 20.212133, 22.513586, 20.212133, 16.399252, 16.399252, 20.570297, 16.399252, 12.895591, 22.513586, 22.506799]"
Flood control,"[93.85470000000001, 93.01366499999999, 93.01366499999999, 91.893015, 91.893015, 92.984985, 92.984985, 93.85470000000001]","[16.143175, 16.130406, 16.130406, 14.768472, 14.768472, 14.208765, 14.208765, 16.143175]"
Balance of Water,"[124.12884000000001, 124.12884000000001]","[9.185545, 9.185545]"
Four Spirit of River,"[103.66098000000001, 100.24441499999999, 100.24441499999999, 98.22594000000001, 98.22594000000001, 95.942025]","[13.177827, 9.895754, 9.895754, 7.332965, 7.332965, 4.592865]"
Southern River,"[114.825495, 111.78768, 111.78768, 112.040805]","[5.224993, 8.289315, 8.289315, 8.92553]"
Twin Gate,"[120.5664, 107.966085]","[2.334571, -0.492764]"
Bow,"[116.313735, 107.097855, 107.097855, 119.417115, 119.417115, 116.313735, 116.313735, 112.307685, 112.307685, 109.285665, 109.285665, 111.02376, 111.02376, 117.32356499999999, 117.32356499999999, 122.25682499999999, 122.25682499999999, 119.417115]","[-37.968584, -26.3932, -26.3932, -30.33457, -30.33457, -37.968584, -37.968584, -43.301432, -43.301432, -37.09747, -37.09747, -29.303104, -29.303104, -24.859786, -24.859786, -19.245014, -19.245014, -30.33457]"
Star of Wolf,"[101.287215, 101.287215]","[-16.716116, -16.716116]"
Wild Fowls,"[95.674935, 95.674935]","[-17.955918, -17.955918]"
Market for Army,"[99.17098499999999, 99.81966, 99.81966, 97.84602000000001, 97.84602000000001, 96.043005, 96.043005, 91.53885, 91.53885, 91.246365, 91.246365, 91.923495, 91.923495, 94.557195, 94.557195, 99.17098499999999]","[-19.255879, -14.145764, -14.145764, -12.391953, -12.391953, -11.530088, -11.530088, -14.935254, -14.935254, -16.484435, -16.484435, -19.165866, -19.165866, -19.966974, -19.966974, -19.255879]"
Grandchildren,"[104.656455, 102.460245]","[-28.972084, -32.508478]"
Son,"[83.78449499999999, 83.70516, 83.70516, 84.22662, 84.22662, 83.78449499999999]","[9.934158, 9.489579, 9.489579, 9.290673, 9.290673, 9.934158]"
Grown-up,"[84.912255, 87.739935]","[-34.074108, -35.768309]"
Oldman,"[95.98792499999999, 95.98792499999999]","[-52.69566, -52.69566]"
Beacon,"[131.67426, 133.91533500000003, 133.91533500000003, 137.00021999999998, 137.00021999999998, 134.886075, 134.886075, 131.67426]","[28.759898, 27.927481, 27.927481, 29.654235, 29.654235, 32.418559, 32.418559, 28.759898]"
Eye of Sky,"[130.82146500000002, 131.17125, 131.17125, 127.89888000000002, 127.89888000000002, 128.177085, 128.177085, 130.82146500000002]","[21.468501, 18.154309, 18.154309, 18.09442, 18.09442, 20.441162, 20.441162, 21.468501]"
Pile of Dead,"[130.02675, 130.02675]","[20.007788, 20.007788]"
Green Ridge,"[158.8971, 156.969735, 156.969735, 154.2708, 154.2708, 158.006145, 158.006145, 160.884585, 160.884585, 163.373385, 163.373385, 161.73951, 161.73951, 158.8971]","[-57.557636, -58.739403, -58.739403, -61.332304, -61.332304, -61.685332, -61.685332, -60.566619, -60.566619, -58.853171, -58.853171, -56.757192, -56.757192, -57.557636]"
Outer Kitchen,"[126.41514, 122.14854, 122.14854, 119.93397, 119.93397, 118.199415, 118.199415, 116.509125, 116.509125, 115.31181]","[-3.906424, -2.983786, -2.983786, -3.679583, -3.679583, -5.428257, -5.428257, -6.772511, -6.772511, -9.551131]"
Dog of Sky,"[96.98988, 97.204455, 97.204455, 93.71388]","[-4.762154, -7.033062, -7.033062, -6.274776]"
Spirit of GuRyoung,"[122.38314, 130.15654500000002, 130.15654500000002, 131.175885, 131.175885, 140.52843000000001, 131.175885, 125.62853999999999, 130.15654500000002, 136.99902]","[-47.336588, -46.648744, -46.648744, -54.708821, -54.708821, -55.010668, -54.708821, -59.509483, -46.648744, -43.432589]"
Flag of Wine Officer,"[134.62176, 136.936725, 136.936725, 138.80772, 138.80772, 134.62176]","[11.857701, 10.668191, 10.668191, 14.941507, 14.941507, 11.857701]"
Officer of Kitchen,"[138.591075, 136.49319, 136.49319, 133.84845, 133.84845, 131.693805, 131.693805, 129.41403, 129.41403, 129.689325, 129.689325, 130.80615, 130.80615, 132.10821]","[2.31428, 5.092316, 5.092316, 5.945563, 5.945563, 6.418809, 6.418809, 5.703782, 5.703782, 3.341435, 3.341435, 3.398662, 3.398662, 5.837812]"
Equality and Fair,"[149.42115, 143.765985, 143.765985, 151.857315, 143.765985, 143.55576000000002]","[41.055633, 39.621493, 39.621493, 35.244693, 39.621493, 36.397558]"
Emperor HeonWon,"[125.70881999999999, 132.98680499999998, 132.98680499999998, 135.160275, 135.160275, 136.632375, 136.632375, 139.711035, 139.711035, 140.263875, 140.263875, 141.16359, 141.16359, 142.930125, 142.930125, 146.46282000000002, 146.46282000000002, 148.19097, 148.19097, 154.17256500000002, 154.17256500000002, 154.99309499999998, 154.99309499999998, 151.833135, 151.833135, 152.09298, 152.09298, 145.287645, 152.09298, 158.202795, 152.09298, 151.97612999999998]","[43.188131, 43.726603, 43.726603, 41.782911, 41.782911, 38.452215, 38.452215, 36.802597, 36.802597, 34.392562, 34.392562, 26.182324, 26.182324, 22.967971, 22.967971, 23.774255, 23.774255, 26.006951, 26.006951, 23.417311, 23.417311, 19.841489, 19.841489, 16.762664, 16.762664, 11.967207, 11.967207, 9.892308, 11.967207, 9.306586, 11.967207, 9.997508]"
Capital of Sky,"[144.96400500000001, 142.99553999999998, 142.99553999999998, 142.287075, 142.287075, 141.94492499999998, 141.94492499999998, 141.89685, 141.89685, 140.12090999999998, 140.12090999999998, 139.943265]","[-1.14281, -1.184664, -1.184664, -2.768964, -2.768964, -6.071187, -6.071187, -8.658603, -8.658603, -9.555695, -9.555695, -11.974853]"
Chief of Farming,"[132.63306, 130.898085, 130.898085, 142.67511, 142.67511, 129.410985, 129.410985, 120.896055, 120.896055, 130.898085]","[-27.709844, -33.186385, -33.186385, -40.466769, -40.466769, -42.989081, -42.989081, -40.003148, -40.003148, -33.186385]"
Officer of Tomb,"[159.645645, 156.52263, 156.52263, 152.647005, 152.647005, 151.28112, 151.28112, 147.86955, 147.86955, 145.07652000000002, 147.86955, 148.717545, 148.717545, 156.52263]","[-16.876572, -16.83629, -16.83629, -12.354083, -12.354083, -13.064626, -13.064626, -14.846603, -14.846603, -14.332292, -14.846603, -19.00936, -19.00936, -16.83629]"
Tomb of Sky,"[143.301915, 141.82665, 141.82665, 140.3733, 140.3733, 137.011995, 137.011995, 137.48505, 137.48505, 140.801085, 140.801085, 142.47711, 142.47711, 144.250875, 144.250875, 146.05041, 146.05041, 148.551375, 148.551375, 148.63257, 148.63257, 145.32086999999999, 145.32086999999999, 143.301915]","[-21.115722, -22.343783, -22.343783, -25.965439, -25.965439, -25.858536, -25.858536, -30.365401, -30.365401, -28.833873, -28.833873, -26.589616, -26.589616, -25.296759, -25.296759, -27.769471, -27.769471, -25.932345, -25.932345, -22.487456, -22.487456, -23.591514, -23.591514, -21.115722]"
Wing of Red Bird,"[169.835205, 171.22053, 171.22053, 167.91453, 167.91453, 164.94366000000002, 164.94366000000002, 169.835205, 164.94366000000002, 162.406185, 171.22053, 176.190735, 169.835205, 165.811995, 165.811995, 171.15246, 171.15246, 174.666735, 171.15246, 174.17047499999998, 174.17047499999998, 180.185205, 167.91453, 166.333005, 166.333005, 167.183355, 167.183355, 173.06835, 166.333005, 156.78795, 156.78795, 164.179335, 164.179335, 171.37278, 171.37278, 175.053315, 175.053315, 178.227195]","[-14.778541, -17.68401, -17.68401, -22.825847, -22.825847, -18.298783, -18.298783, -14.778541, -18.298783, -16.193648, -17.68401, -18.350674, -14.778541, -11.30347, -11.30347, -10.859323, -10.859323, -13.201943, -10.859323, -9.802247, -9.802247, -10.446014, -22.825847, -27.293612, -27.293612, -28.08067, -28.08067, -29.261022, -27.293612, -31.067779, -31.067779, -37.137765, -37.137765, -36.063062, -36.063062, -34.74466, -34.74466, -33.908124]"
Eastern Pottery,"[161.69232, 159.32575500000002, 159.32575500000002, 158.23695, 158.23695, 157.98933, 157.98933, 153.684105]","[-49.420255, -48.22562, -48.22562, -47.003353, -47.003353, -45.06671, -45.06671, -42.121942]"
Chariot of Emperor,"[188.596815, 187.466085, 187.466085, 183.95155499999998, 183.95155499999998, 182.53119, 182.53119, 182.103375, 188.596815, 182.53119, 187.466085, 188.01764999999997]","[-23.396759, -16.515432, -16.515432, -17.541929, -17.541929, -22.619766, -22.619766, -24.728875, -23.396759, -22.619766, -16.515432, -16.196007]"
Sand for Life,"[185.1402, 182.53119]","[-22.215901, -22.619766]"
Gateway for Troops,"[173.690325, 170.25175499999997]","[-54.264091, -54.491019]"
Civil Engineer,"[160.739235, 166.635225, 166.635225, 168.15007500000002, 168.15007500000002, 167.147475]","[-64.39445, -62.424113, -62.424113, -60.317625, -60.317625, -58.975037]"
Guardian Knight,"[194.007105, 194.007105]","[38.31838, 38.31838]"
Three Steps,"[134.80241999999998, 135.906405, 135.906405, 154.27428, 154.27428, 155.582325, 155.582325, 169.619745, 169.619745, 169.54676999999998]","[48.041826, 47.156525, 47.156525, 42.914365, 42.914365, 41.499516, 41.499516, 33.094306, 33.094306, 31.528783]"
Five Feudal Lords,"[184.000785, 185.17929, 185.17929, 188.78233500000002, 188.78233500000002, 193.323945, 193.323945, 197.96856]","[14.899071, 17.792868, 17.792868, 18.377058, 18.377058, 21.244943, 21.244943, 27.878183]"
SangJiin,"[188.712855, 187.362675, 187.362675, 186.747075, 186.747075, 186.73449, 186.747075, 185.626305, 185.626305, 184.08558000000002]","[22.629259, 24.108925, 24.108925, 26.825699, 26.825699, 28.268423, 26.825699, 25.84616, 25.84616, 23.945409]"
Low Fence,"[165.582405, 163.90335, 163.90335, 159.68005499999998, 159.68005499999998, 156.970905]","[20.179842, 24.749718, 24.749718, 31.976237, 31.976237, 36.707212]"
Tall Fence,"[168.52706999999998, 168.560025, 168.560025, 170.98104, 170.98104, 170.28414, 170.28414, 177.67383]","[20.523717, 15.42957, 15.42957, 10.529509, 10.529509, 6.029322, 6.029322, 1.764718]"
Tall Fence,"[197.49703499999998, 195.54416999999998, 195.54416999999998, 193.90087499999998, 193.90087499999998, 190.415175, 190.415175, 184.97649]","[17.529431, 10.95915, 10.95915, 3.39747, 3.39747, -1.449375, -1.449375, -0.666803]"
Nine Lords,"[194.73102, 193.051065, 193.051065, 191.661495]","[17.409446, 17.073943, 17.073943, 16.577691]"
Dung of Tiger,"[168.800955, 168.800955]","[23.095502, 23.095502]"
Crown Prince,"[176.99643, 176.99643]","[20.218931, 20.218931]"
Chamberlain,"[175.19612999999998, 175.19612999999998]","[21.35273, 21.35273]"
Five Emperor,"[177.26494499999998, 178.91888999999998]","[14.57206, 15.646818]"
Folding Screen,"[181.302255, 180.21829499999998, 180.21829499999998, 176.46483, 176.46483, 176.320995]","[8.732985, 6.614322, 6.614322, 6.529376, 6.529376, 8.258119]"
Three Minister,"[191.59392, 190.471065, 190.471065, 191.40441, 191.40441, 191.59392]","[9.539684, 10.235625, 10.235625, 7.673326, 7.673326, 9.539684]"
Officer for Audience,"[185.08741500000002, 185.08741500000002]","[3.312574, 3.312574]"
Grave Front,"[174.23721, 172.57872, 172.57872, 169.165425]","[-0.823749, -3.003501, -3.003501, -3.651601]"
Observatory,"[166.254285, 165.140205, 165.140205, 165.456975]","[7.336007, 3.617494, 3.617494, -2.484585]"
Female Officer,"[246.43110000000001, 250.7757, 250.7757, 244.376865, 244.376865, 240.88076999999998, 240.88076999999998, 246.43110000000001]","[78.963854, 77.513973, 77.513973, 75.75533, 75.75533, 76.793939, 76.793939, 78.963854]"
Wide Lodging Area,"[30.85902, 349.656, 349.656, 345.88692000000003, 345.88692000000003, 342.4203, 342.4203, 330.947025, 330.947025, 319.64445, 319.64445, 311.322165]","[72.421294, 68.111445, 68.111445, 67.20921, 67.20921, 66.200408, 66.200408, 64.627971, 64.627971, 62.585573, 62.585573, 61.838782]"
Eight Cereals,"[73.51254, 94.711575, 94.711575, 104.31918, 104.31918, 89.88166500000001, 89.88166500000001, 80.865975, 80.865975, 75.85454999999999, 75.85454999999999, 73.51254, 80.865975, 74.3217, 74.3217, 76.669335]","[66.342678, 69.319787, 69.319787, 58.422759, 58.422759, 54.284656, 54.284656, 57.544395, 57.544395, 60.442245, 60.442245, 66.342678, 57.544395, 53.752101, 53.752101, 51.59772]"
Advance Guard,"[268.38201, 263.043765, 263.043765, 262.608195, 262.608195, 269.151555, 269.151555, 264.86620500000004]","[56.872643, 55.184243, 55.184243, 52.301387, 52.301387, 51.488895, 51.488895, 46.006332]"
Three Ministers,"[203.61374999999998, 199.56051, 199.56051, 201.56914500000002, 201.56914500000002, 203.61374999999998]","[49.015973, 49.682062, 49.682062, 46.028055, 46.028055, 49.015973]"
Three Ministers,"[160.4862, 157.61094, 157.61094, 156.03273, 156.03273, 160.4862]","[65.71628, 64.257689, 64.257689, 65.566423, 65.566423, 65.71628]"
Northern Dipper,"[206.88531, 200.981205, 200.981205, 193.50708, 193.50708, 183.85629, 183.85629, 178.45752000000002, 178.45752000000002, 165.46015500000001, 165.46015500000001, 165.93232500000002]","[49.313265, 54.925362, 54.925362, 55.959821, 55.959821, 57.032617, 57.032617, 53.69476, 53.69476, 56.382427, 56.382427, 61.751033]"
Helper,"[201.306195, 201.306195]","[54.987958, 54.987958]"
Virtue,"[228.65889, 224.396145]","[67.346722, 65.93246]"
Emperor's God of War,"[188.68353, 188.68353]","[70.02177, 70.02177]"
Emperor's God of Weather,"[187.52802, 187.52802]","[69.201123, 69.201123]"
Inner Kitchen,"[194.97997500000002, 193.86897]","[66.597272, 65.438474]"
Flap of Flag,"[225.48654000000002, 225.48654000000002]","[40.390566, 40.390566]"
Minister,"[176.512725, 176.512725]","[47.779406, 47.779406]"
General and Minister,"[167.41593, 167.41593]","[44.498487, 44.498487]"
Jail of Sky,"[162.79600499999998, 163.393665, 163.393665, 159.773715, 159.773715, 157.656915, 157.656915, 158.790255, 158.790255, 160.93053, 160.93053, 162.79600499999998]","[56.58225, 54.585128, 54.585128, 53.6683, 53.6683, 55.980536, 55.980536, 57.082637, 57.082637, 57.199203, 57.199203, 56.58225]"
Six Department,"[127.56646500000001, 137.729115, 137.729115, 142.881795, 142.881795, 147.748005, 147.748005, 148.02649499999998, 148.02649499999998, 143.215725, 143.215725, 137.217945]","[60.718169, 63.513633, 63.513633, 63.061861, 63.061861, 59.038735, 59.038735, 54.064332, 54.064332, 51.6773, 51.6773, 51.604648]"
Inner Stairway,"[145.562055, 143.620545, 143.620545, 137.59806, 137.59806, 135.6363, 135.6363, 130.0536, 130.0536, 128.650665]","[69.237537, 69.830343, 69.830343, 67.134018, 67.134018, 67.629619, 67.629619, 64.327936, 64.327936, 65.14517]"
Spear of Sky,"[214.041585, 216.299505, 216.299505, 213.37077]","[51.367231, 51.850744, 51.850744, 51.789965]"
Cover for Emperor,"[325.47978, 329.81277, 329.81277, 322.16492999999997, 322.16492999999997, 325.47978, 325.47978, 332.451615, 332.451615, 338.94115500000004, 338.94115500000004, 346.974345, 346.974345, 354.83729999999997, 354.83729999999997, 329.81277, 329.81277, 346.974345, 338.94115500000004, 329.81277, 329.81277, 332.451615]","[71.311417, 73.179896, 73.179896, 70.560716, 70.560716, 71.311417, 71.311417, 72.341207, 72.341207, 73.643188, 73.643188, 75.387496, 75.387496, 77.632276, 77.632276, 73.179896, 73.179896, 75.387496, 73.643188, 73.179896, 73.179896, 72.341207]"
Place for Five Emperor,"[288.888435, 281.444835, 281.444835, 275.26104000000004, 283.59915, 281.444835, 281.444835, 281.592735]","[73.355468, 74.085553, 74.085553, 72.732843, 71.297192, 74.085553, 74.085553, 75.433964]"
60 Years,"[302.222175, 302.222175]","[77.711419, 77.711419]"
Kitchen of Sky,"[290.167005, 300.70439999999996, 300.70439999999996, 297.04275, 297.04275, 293.08723499999996, 293.08723499999996, 288.138375, 288.138375, 290.167005]","[65.714531, 67.873565, 67.873565, 70.26793, 70.26793, 69.661175, 69.661175, 67.661541, 67.661541, 65.714531]"
North Pole,"[230.182245, 222.676575, 222.676575, 216.88137, 216.88137, 212.21247, 212.21247, 192.30744]","[71.834016, 74.155505, 74.155505, 75.695993, 75.695993, 77.547514, 77.547514, 83.412901]"
Wound Lodge,"[341.87067, 17.184195, 17.184195, 37.94625, 37.94625, 263.05377, 263.05377, 251.49238499999998, 251.49238499999998, 236.014485]","[83.15383, 86.25709, 86.25709, 89.264109, 89.264109, 86.58646, 86.58646, 82.037262, 82.037262, 77.794493]"
Single-log Bridge,"[310.64632500000005, 307.060305, 307.060305, 311.88975, 311.88975, 318.339975, 318.339975, 321.205935, 321.205935, 316.37174999999996, 316.37174999999996, 318.926685]","[82.531158, 81.422708, 81.422708, 80.552262, 80.552262, 81.230972, 81.230972, 80.524826, 80.524826, 78.126392, 78.126392, 77.012296]"
Great Emperor,"[343.601835, 343.601835]","[84.346177, 84.346177]"
Officer for Opinion,"[232.73271, 236.66658, 236.66658, 230.660115, 230.65521, 236.66658, 236.66658, 231.964305]","[64.208693, 62.599557, 62.599557, 63.341439, 62.047076, 62.599557, 62.599557, 60.670217]"
Pillar of Sky,"[243.105705, 244.54081499999998, 244.54081499999998, 245.45304, 241.58212499999996, 244.54081499999998, 244.54081499999998, 246.996, 246.996, 245.45304]","[67.144176, 68.554545, 68.554545, 69.109391, 67.810134, 68.554545, 68.554545, 68.768137, 68.768137, 69.109391]"
Secretary,"[265.48467, 265.48467]","[72.148843, 72.148843]"
Maid,"[268.79643, 268.79643]","[72.005127, 72.005127]"
Desk of Woman,"[260.92062000000004, 259.417755, 259.417755, 258.76182]","[37.145946, 37.291498, 37.291498, 36.809162]"
Judge Prison,"[176.73174, 178.99338, 178.99338, 172.269315]","[55.62819, 56.59856, 56.59856, 61.778368]"
Purple Fence,"[275.189325, 264.237885, 264.237885, 257.19671999999997, 257.19671999999997, 245.99790000000002, 245.99790000000002, 240.47297999999998, 240.47297999999998, 231.23241000000002, 231.23241000000002, 211.097475]","[71.337814, 68.75797, 68.75797, 65.714683, 65.714683, 61.514213, 61.514213, 58.565251, 58.565251, 58.966065, 58.966065, 64.37585]"
Purple Fence,"[188.37087000000002, 172.85110500000002, 172.85110500000002, 160.766835, 160.766835, 145.738425, 145.738425, 105.016215, 105.016215, 80.64054]","[69.788238, 69.331076, 69.331076, 69.076214, 69.076214, 72.252618, 72.252618, 76.977408, 76.977408, 79.231149]"
Order of Sky,"[276.05745, 274.965465, 274.965465, 272.009385, 272.009385, 272.975655, 272.975655, 269.62561500000004, 269.62561500000004, 269.44116, 269.44116, 266.614785, 266.614785, 262.68462, 262.68462, 258.75796499999996]","[39.507239, 36.064547, 36.064547, 36.401264, 36.401264, 31.40535, 31.40535, 30.189277, 30.189277, 29.24788, 29.24788, 27.720676, 27.720676, 26.110645, 26.110645, 24.839204]"
Seven Minister,"[250.72399499999997, 248.52575999999996, 248.52575999999996, 244.935165, 244.935165, 242.19243, 242.19243, 238.168545, 238.168545, 231.122715, 231.122715, 228.87564]","[38.922254, 42.437041, 42.437041, 46.313366, 46.313366, 44.934906, 44.934906, 42.451518, 42.451518, 37.377167, 37.377167, 33.314833]"
Thread Straw,"[240.360705, 239.39691000000002, 239.39691000000002, 237.39855, 237.39855, 235.68571500000002, 235.68571500000002, 233.67192, 233.67192, 231.95727, 231.95727, 233.23243499999998]","[29.851061, 26.87788, 26.87788, 26.068394, 26.068394, 26.295637, 26.295637, 26.714693, 26.714693, 29.105703, 29.105703, 31.359133]"
